freq,unique_id,method,kind,mase,smape,rmsse
hourly,H342,autotheta,model,1.9628766759592147,0.38024191490278453,2.354634065138305
hourly,H343,autotheta,model,1.9150481517724673,0.4042765407678253,2.3029977288089465
hourly,H35,autotheta,model,0.7115313569586281,0.028810854882026806,0.7415226704356175
hourly,H351,autotheta,model,0.5017741477971335,0.21566498561557068,0.3504030470429356
hourly,H357,autotheta,model,1.549051450402695,0.3283253215362874,1.392391557722856
hourly,H36,autotheta,model,1.4131148691583704,0.0855746747826613,1.295521660052334
hourly,H360,autotheta,model,0.9856336561404864,0.495430690034043,0.7690201956094377
hourly,H361,autotheta,model,3.4175902073116626,0.5995104677129017,2.4373763808127715
hourly,H363,autotheta,model,1.3414798755324475,0.32420360102485407,1.0017385880776326
hourly,H364,autotheta,model,0.6745707874912185,0.14063347246808622,0.6347419338094067
hourly,H365,autotheta,model,0.9137906890276558,0.15032429348761453,0.9205873923634884
hourly,H369,autotheta,model,1.614837688261123,0.4517414997404565,1.0102656401893189
hourly,H37,autotheta,model,1.5512660913347704,0.10982072148568563,1.4605259654899434
hourly,H372,autotheta,model,0.8800275525398535,0.1935668261693119,0.762119176621614
hourly,H374,autotheta,model,3.370272151429664,0.8899297133950789,2.377093616913821
hourly,H385,autotheta,model,1.998071850111855,0.5452306838260718,1.627924140604334
hourly,H39,autotheta,model,1.185781960200141,0.058702437117003285,1.071097295312328
hourly,H391,autotheta,model,1.1167033647403701,0.25408791385566165,0.8428442191113705
hourly,H397,autotheta,model,0.9019064712251231,0.4521777459645313,0.70510699866062
hourly,H399,autotheta,model,1.567051461780276,0.3451152723907325,1.2952295409614956
hourly,H40,autotheta,model,0.5807522387732044,0.027051807735128833,0.5157078083114705
hourly,H401,autotheta,model,1.0491487614543655,0.2014641488408562,0.951494533574756
hourly,H404,autotheta,model,1.3989888204748733,0.32719222792197883,1.1817334270357422
hourly,H410,autotheta,model,1.2381641255079097,0.28827339981024,1.0864538006595945
hourly,H413,autotheta,model,1.1543775250115293,0.25285209403578346,1.0189397023569315
hourly,H42,autotheta,model,0.7449755095511388,0.03353697456228998,0.6413668457376319
hourly,H47,autotheta,model,0.6502528074057308,0.027645235822990093,0.5267995504270512
hourly,H48,autotheta,model,1.4046458124784504,0.08277102509121508,1.2611197824471896
hourly,H49,autotheta,model,1.521072999745218,0.06833963088016208,1.3028420852218712
hourly,H52,autotheta,model,0.6108208746940048,0.03702601787764706,0.5564051194789431
hourly,H53,autotheta,model,1.155279913765613,0.07074451364419009,1.0851500041595314
hourly,H58,autotheta,model,1.432110231697439,0.06346957110365704,1.2768068626798326
hourly,H6,autotheta,model,1.0499502397330172,0.03473940342289422,1.0092132264223803
hourly,H60,autotheta,model,0.36614933218375995,0.03781844866209636,0.3209805446823466
hourly,H61,autotheta,model,0.891743983173971,0.0821045821093276,0.7762160341105203
hourly,H63,autotheta,model,1.384902656318775,0.04471318937538952,1.2037769599532528
hourly,H69,autotheta,model,0.6472397439925953,0.10050681178885273,0.6099089365661476
hourly,H71,autotheta,model,0.5593186545584709,0.029677588455208237,0.5237563387541856
hourly,H73,autotheta,model,1.254062629474525,0.16262164299444323,1.1204965807545746
hourly,H76,autotheta,model,1.0335439858134252,0.17282056170801238,0.6962293443407478
hourly,H77,autotheta,model,1.094406346201527,0.14093234458413784,1.075003779198153
hourly,H79,autotheta,model,0.7048059910871162,0.03090525136762251,0.6644013554522396
hourly,H8,autotheta,model,0.7417160256583708,0.035806006667925286,0.6674041188835272
